@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
7558,'2019/01/23 12:07:12:466',6,0.844706,-0.394893,0.124957,0.050293,-0.187161,0.038915,0.69181,0.392444,0.00351,0.121425,0.282357,0.015087,0.148125,1937.988281,0.024073,0.214184,4
7559,'2019/01/23 12:07:12:484',6,0.996973,-0.373438,0.566885,0.336899,-0.074413,0.140405,0.665702,0.366929,-0.111576,0.112713,0.293398,-0.099821,0.073301,1894.921875,0.027913,0.277674,4
7560,'2019/01/23 12:07:12:499',6,1.037881,-0.322206,0.424007,0.203071,-0.141648,0.110321,0.697169,0.382745,-0.093432,0.099401,0.383454,-0.148602,0.127472,1894.921875,0.037123,0.35842,4
7561,'2019/01/23 12:07:12:517',6,1.011222,-0.295928,0.319294,0.082737,-0.161338,0.136931,0.696223,0.43977,0.053937,0.100507,0.249193,0.006981,0.176038,1894.921875,0.020763,0.123011,4
7562,'2019/01/23 12:07:12:533',6,1.105182,-0.287857,0.243061,0.228472,-0.245782,-0.017852,0.575565,0.454963,-0.003687,0.029837,0.297031,-0.082121,0.248859,1851.855469,0.018607,0.133247,4
7563,'2019/01/23 12:07:12:549',6,0.829483,-0.539744,0.289784,0.180364,-0.19267,0.174058,0.788001,0.451272,0.081238,0.11352,0.261724,0.091582,0.287266,1851.855469,0.019922,0.153475,4
7564,'2019/01/23 12:07:12:567',6,1.033175,-0.097044,0.507441,0.362632,0.037819,0.108997,0.415257,0.168087,-0.012323,0.080522,0.295282,-0.0055,0.240304,1851.855469,0.013832,0.080904,4
7565,'2019/01/23 12:07:12:583',6,1.111353,-0.090224,0.318159,0.249821,0.039189,0.045201,0.40567,0.316201,-0.037698,0.151567,0.270983,0.025472,0.155942,1937.988281,0.013639,0.066637,4
7566,'2019/01/23 12:07:12:600',6,0.813334,-1.127267,0.27505,0.386605,-0.085756,0.013426,0.320912,0.28007,0.168374,0.043575,0.334254,0.136442,0.333854,1679.589844,0.053364,1.578182,4
7567,'2019/01/23 12:07:12:616',6,0.805823,-1.17087,0.54293,0.436695,-0.146425,-0.280982,0.572907,0.392053,-0.082689,0.158138,0.598289,-0.120985,-0.037008,1765.722656,0.408293,5.214985,4
7568,'2019/01/23 12:07:12:633',6,1.188989,-0.813939,0.286607,0.314158,-0.329197,-0.169497,0.792303,0.662001,-0.178545,0.153183,0.438256,-0.086973,-0.098647,1765.722656,0.196774,2.740001,4
7569,'2019/01/23 12:07:12:650',6,1.140918,-0.793412,0.248641,0.342439,-0.478776,-0.134106,0.783698,0.608996,0.067534,0.195355,0.391445,-0.071248,-0.026037,1765.722656,0.143754,1.842332,4
7570,'2019/01/23 12:07:12:667',6,0.969106,-0.785837,0.256566,0.373584,-0.426146,-0.053622,0.893718,0.70678,0.031593,0.088291,0.408647,-0.167991,0.035653,1765.722656,0.10884,1.338603,4
7571,'2019/01/23 12:07:12:683',6,0.872194,-0.663949,0.163511,0.150675,-0.352554,-0.104553,0.77167,0.561106,-0.029219,0.100405,0.415786,0.040215,0.003545,1765.722656,0.05865,0.586687,4
7572,'2019/01/23 12:07:12:700',6,1.004793,-0.363629,0.498467,0.253387,-0.215336,0.07089,0.700953,0.281456,-0.071482,0.188346,0.463658,-0.029919,-0.035466,1808.789063,0.041287,0.356737,4
7573,'2019/01/23 12:07:12:716',6,1.061286,-0.453006,0.328507,0.333963,-0.262455,-0.123073,0.719454,0.598731,0.107067,0.103997,0.240488,-0.149701,0.05161,1765.722656,0.039049,0.404673,4
7574,'2019/01/23 12:07:12:734',6,1.123804,-0.364725,0.294565,0.172697,-0.202896,-0.021108,0.562365,0.458496,-0.181011,0.157166,0.446747,0.046028,0.018292,1765.722656,0.039488,0.37678,4
7575,'2019/01/23 12:07:12:749',6,0.926843,-0.271588,0.209944,0.090428,-0.014678,0.01918,0.749689,0.460641,0.137577,0.07428,0.243374,-0.052549,-0.04016,473.730469,0.027646,0.184614,4
7576,'2019/01/23 12:07:12:767',6,0.822558,-0.17991,0.241463,0.10378,-0.000467,-0.088151,0.708755,0.374844,0.147842,0.1264,0.337028,0.02459,0.050142,1765.722656,0.02508,0.188585,4
7577,'2019/01/23 12:07:12:783',6,0.825216,-0.364635,0.32344,0.241802,-0.205373,-0.107609,0.54216,0.351722,0.050864,0.050566,0.479561,-0.019346,0.106885,1765.722656,0.031417,0.235233,4
7578,'2019/01/23 12:07:12:800',6,0.928768,-0.37167,0.307675,0.281388,-0.168354,-0.044998,0.746251,0.446647,-0.062657,0.1288,0.395774,0.113482,0.080596,1765.722656,0.034347,0.280118,4
7579,'2019/01/23 12:07:12:817',6,0.865125,-0.359516,0.331043,0.163459,-0.161668,0.021147,0.666408,0.45622,0.064447,0.131051,0.340643,0.122052,0.046295,1765.722656,0.025419,0.218553,4
7580,'2019/01/23 12:07:12:834',6,0.847602,-0.394386,0.268369,0.222153,-0.005736,0.189828,0.766338,0.425085,0.021019,0.062958,0.367005,0.011497,-0.016957,1765.722656,0.025892,0.265618,4
7581,'2019/01/23 12:07:12:849',6,1.003669,-0.295325,0.341307,0.246601,-0.178525,-0.1063,0.652281,0.422636,0.034003,0.08943,0.255722,-0.004157,0.1471,1765.722656,0.031415,0.293422,4
7582,'2019/01/23 12:07:12:867',6,1.037665,-0.187299,0.384585,0.176734,-0.196743,0.007638,0.679635,0.346072,-0.092617,0.09741,0.333232,-0.051262,0.052916,1808.789063,0.029164,0.210324,4
7583,'2019/01/23 12:07:12:883',6,0.82094,-0.389482,0.434934,0.207902,-0.219598,-0.08758,0.523003,0.328322,-0.135354,0.090725,0.324339,0.078303,0.180825,1808.789063,0.033604,0.301961,4
7584,'2019/01/23 12:07:12:900',6,0.875115,-0.386091,0.191689,0.255993,-0.080103,0.07322,0.757802,0.378544,-0.0089,0.135021,0.291797,-0.068712,0.061619,1808.789063,0.025972,0.212555,4
7585,'2019/01/23 12:07:12:916',6,1.089808,-0.160243,0.379613,0.328351,-0.138482,-0.03105,0.514197,0.368655,-0.048389,0.099356,0.420108,0.078376,0.075924,1765.722656,0.02633,0.206,4
7586,'2019/01/23 12:07:12:933',6,0.981007,-0.163712,0.43206,0.36174,0.089415,-0.020962,0.382329,0.246473,-0.088637,0.024579,0.464858,0.167965,0.187195,1808.789063,0.017921,0.137837,4
7587,'2019/01/23 12:07:12:950',6,1.119123,-0.010293,0.50603,0.224744,-0.252571,-0.057397,0.586507,0.400392,-0.061216,-0.016362,0.240364,0.00842,0.115696,1851.855469,0.022433,0.133767,4
7588,'2019/01/23 12:07:12:968',6,1.083347,-0.248408,0.381522,0.136631,-0.036297,0.032208,0.496887,0.384565,-0.022051,0.148281,0.303307,0.036029,0.090065,1765.722656,0.023586,0.215982,4
7589,'2019/01/23 12:07:12:983',6,0.926218,-0.420176,0.667647,0.578823,-0.008758,-0.059197,0.325219,0.203865,0.046341,0.06664,0.279144,0.09443,0.207092,1808.789063,0.021935,1.148467,4
7590,'2019/01/23 12:07:13:001',6,0.922921,-1.284375,0.457096,0.505764,-0.061371,-0.212905,0.5249,0.417389,-0.10953,0.155774,0.604044,0.129166,-0.09726,1679.589844,0.413426,5.194551,4
7591,'2019/01/23 12:07:13:016',6,1.315468,-0.730672,0.36648,0.485021,-0.48852,-0.400354,0.590255,0.667909,0.044747,0.118003,0.458092,0.003847,-0.157356,1679.589844,0.270898,3.647657,4
7592,'2019/01/23 12:07:13:034',6,1.348111,-0.543735,0.436352,0.447492,-0.404746,-0.396249,0.579342,0.574353,-0.058473,0.061724,0.41341,-0.086777,-0.160834,1679.589844,0.189647,2.566904,4
7593,'2019/01/23 12:07:13:050',6,1.227737,-0.543635,0.294342,0.292011,-0.52867,-0.408829,0.764092,0.756498,-0.032028,-0.034491,0.413741,0.150646,-0.053937,1679.589844,0.127004,1.534257,4
7594,'2019/01/23 12:07:13:067',6,0.960488,-0.312493,0.374106,0.320573,-0.246409,-0.176982,0.653131,0.704372,0.197716,0.007833,0.314203,0.02483,-0.05519,1679.589844,0.07683,0.8065,4
7595,'2019/01/23 12:07:13:084',6,1.003748,-0.265271,0.277143,0.2502,-0.055493,-0.252881,0.688753,0.252236,0.233987,0.077259,0.344038,-0.044914,-0.13184,1679.589844,0.056679,0.520653,4
7596,'2019/01/23 12:07:13:100',6,1.10596,-0.357243,0.362707,0.340575,-0.349744,-0.241975,0.517414,0.478982,0.028233,0.116292,0.463726,0.063821,-0.069968,1679.589844,0.053347,0.539472,4
7597,'2019/01/23 12:07:13:117',6,1.200908,-0.374053,0.316934,0.537688,-0.272196,-0.277853,0.518853,0.446932,0.027763,0.089665,0.37824,0.098039,-0.11145,1679.589844,0.052482,0.544418,4
7598,'2019/01/23 12:07:13:134',6,1.033314,-0.356883,0.394517,0.212751,-0.164137,-0.133833,0.506771,0.437091,-0.021822,0.247133,0.450208,0.070164,-0.06104,1808.789063,0.036609,0.257534,4
7599,'2019/01/23 12:07:13:150',6,1.062869,-0.234642,0.430368,0.273015,-0.24234,-0.193271,0.513118,0.407564,-0.001095,0.146988,0.276767,0.109897,0.093047,1808.789063,0.031455,0.229394,4
7600,'2019/01/23 12:07:13:167',6,1.075396,-0.291964,0.294768,0.428431,-0.178617,-0.136253,0.49119,0.517866,-0.014211,0.015367,0.355894,0.078205,-0.001791,1765.722656,0.030085,0.167693,4
7601,'2019/01/23 12:07:13:183',6,1.047413,-0.192495,0.277954,0.263267,-0.076247,-0.031821,0.573272,0.430557,0.067653,0.088454,0.374387,0.124977,-0.053863,1636.523438,0.017751,0.147851,4
7602,'2019/01/23 12:07:13:201',6,1.049462,-0.10552,0.647415,0.36282,-0.221191,-0.165366,0.433604,0.464286,-0.03556,-0.010827,0.284269,0.190494,0.145456,1679.589844,0.022216,0.191332,4
7603,'2019/01/23 12:07:13:216',6,0.984588,-0.340101,0.342801,0.304022,-0.227285,-0.183781,0.537441,0.526496,-0.195081,-0.002825,0.550443,0.17503,0.05059,1722.65625,0.030786,0.231583,4
7604,'2019/01/23 12:07:13:233',6,1.074498,-0.304249,0.415562,0.539284,-0.136855,-0.092461,0.499186,0.422787,-0.191429,-0.023699,0.426668,0.129728,0.086392,1765.722656,0.034396,0.266214,4
7605,'2019/01/23 12:07:13:250',6,0.892858,-0.321453,0.442875,0.500243,-0.022605,-0.086642,0.549709,0.463582,0.008153,0.142536,0.409072,0.016231,0.027282,1765.722656,0.025421,0.206059,4
7606,'2019/01/23 12:07:13:266',6,0.951088,-0.210942,0.508973,0.419308,-0.193839,-0.133792,0.5923,0.366025,-0.03233,0.096417,0.325818,0.077761,0.008041,1808.789063,0.031039,0.298786,4
7607,'2019/01/23 12:07:13:283',6,0.809994,-0.312936,0.331918,0.285397,0.159344,-0.166732,0.422475,0.390167,0.174798,0.164246,0.393044,0.162822,-0.053011,1679.589844,0.021666,0.182829,4
7608,'2019/01/23 12:07:13:299',6,0.91575,-0.206602,0.450186,0.370745,0.063108,0.001307,0.415001,0.217634,0.009766,0.179919,0.397612,0.206819,0.097188,1679.589844,0.015771,0.129102,4
7609,'2019/01/23 12:07:13:317',6,1.117667,-0.172712,0.411373,0.356499,-0.078445,-0.082299,0.550204,0.34915,-0.088845,0.051772,0.43435,0.109758,-0.022182,1679.589844,0.02332,0.221507,4
7610,'2019/01/23 12:07:13:333',6,0.918434,-0.255132,0.523562,0.596583,0.00768,-0.240647,0.500593,0.534641,-0.017022,-0.016006,0.419053,0.205771,-0.181427,1679.589844,0.031318,0.340381,4
7611,'2019/01/23 12:07:13:350',6,0.923198,-1.007885,0.138826,0.626331,0.516215,-0.252894,0.310733,0.470403,-0.126129,-0.006705,0.554733,-0.040727,0.102386,1593.457031,0.159059,1.519871,4
7612,'2019/01/23 12:07:13:366',6,1.225715,-0.636102,0.122158,0.283846,-0.134139,-0.37352,0.505753,0.819543,0.080387,0.079206,0.441071,0.186301,-0.196567,1593.457031,0.118374,1.380206,4
7613,'2019/01/23 12:07:13:383',6,1.262787,-0.587411,0.126213,0.315748,-0.215651,-0.499199,0.487006,0.875061,0.262061,0.103142,0.377697,0.062995,-0.063319,1550.390625,0.097012,1.207184,4
7614,'2019/01/23 12:07:13:400',6,1.326863,-0.384028,0.159036,0.170865,-0.374408,-0.276186,0.579984,0.746418,0.128639,0.056649,0.483824,0.132747,-0.143768,1593.457031,0.086542,0.769864,4
7615,'2019/01/23 12:07:13:416',6,1.24706,-0.295067,0.252855,0.094907,-0.369056,-0.359353,0.619737,0.761365,0.111827,0.003709,0.453697,0.136649,-0.140002,1593.457031,0.086717,0.737501,4
7616,'2019/01/23 12:07:13:433',6,1.161053,-0.395538,0.101228,0.055796,-0.400915,-0.313089,0.69469,0.816728,0.194925,0.111533,0.636752,0.275834,-0.13789,1593.457031,0.075619,0.691976,4
7617,'2019/01/23 12:07:13:450',6,1.031986,-0.222378,0.247843,0.012306,-0.173924,-0.236845,0.680937,0.513713,0.28192,0.237479,0.278799,0.012881,-0.1212,387.597656,0.050598,0.44667,4
7618,'2019/01/23 12:07:13:466',6,0.920388,-0.313789,0.028982,-0.156998,-0.196705,-0.480758,0.636902,0.642675,0.311878,0.273245,0.367336,0.179144,0.026048,387.597656,0.048233,0.418623,4
7619,'2019/01/23 12:07:13:484',6,0.813634,-0.362237,0.141787,0.001767,-0.231227,-0.214073,0.538005,0.637581,0.304448,0.175524,0.382583,0.245706,-0.022056,1636.523438,0.0476,0.366851,4
7620,'2019/01/23 12:07:13:500',6,1.087461,-0.14787,0.218193,0.161891,-0.357159,-0.376296,0.519761,0.685833,0.077482,0.10347,0.470963,0.063739,-0.065056,1679.589844,0.038241,0.297549,4
7621,'2019/01/23 12:07:13:517',6,1.075754,-0.134816,0.350504,0.288436,-0.225744,-0.303856,0.490291,0.677569,0.137979,0.12471,0.360624,-0.037205,-0.059988,1593.457031,0.028914,0.215301,4
7622,'2019/01/23 12:07:13:533',6,0.930253,-0.27471,0.352667,0.019807,-0.250509,-0.186042,0.611247,0.650631,0.180527,0.117688,0.459849,0.201888,-0.08446,1593.457031,0.024692,0.158188,4
7623,'2019/01/23 12:07:13:550',6,0.973697,-0.211195,0.274793,0.116705,-0.088912,0.00489,0.42826,0.387565,0.269855,0.174538,0.423189,0.055539,-0.130909,387.597656,0.016453,0.128149,4
7624,'2019/01/23 12:07:13:566',6,0.963723,-0.255237,0.369477,0.177974,-0.207989,-0.098995,0.614943,0.57476,0.186708,0.154695,0.391379,0.120498,-0.010495,1679.589844,0.021203,0.165417,4
7625,'2019/01/23 12:07:13:584',6,0.9534,-0.321022,0.262607,0.26965,-0.067049,-0.233715,0.479709,0.589347,0.256304,0.113909,0.327059,0.157586,-0.074972,1679.589844,0.026128,0.173452,4
7626,'2019/01/23 12:07:13:600',6,0.9338,-0.257041,0.243066,0.149877,-0.110296,-0.073284,0.455481,0.470705,0.193087,0.195765,0.457754,0.091921,-0.060459,1722.65625,0.016684,0.13928,4
7627,'2019/01/23 12:07:13:616',6,1.047185,-0.085642,0.3709,0.01806,-0.141331,-0.167177,0.475502,0.527565,0.073243,0.018414,0.478961,0.271032,0.054491,1679.589844,0.016551,0.120965,4
7628,'2019/01/23 12:07:13:633',6,1.008335,-0.012006,0.399265,0.066443,-0.172526,-0.033023,0.48632,0.515727,0.038006,0.071378,0.399437,0.251139,0.052466,1593.457031,0.016505,0.111724,4
7629,'2019/01/23 12:07:13:649',6,0.827885,-0.38845,0.441764,0.258502,-0.182203,0.132299,0.424861,0.365839,0.347049,0.397532,0.214277,0.006399,0.150734,387.597656,0.020079,0.091309,4
7630,'2019/01/23 12:07:13:666',6,0.645288,-0.20925,0.40561,0.107029,-0.076143,0.025093,0.414082,0.299398,0.261442,0.335947,0.288843,0.109403,0.124036,387.597656,0.017145,0.096274,4
7631,'2019/01/23 12:07:13:683',6,0.950589,-0.165673,0.286283,0.232123,0.070101,0.157027,0.47749,0.358169,0.101653,0.132961,0.351067,0.146053,-0.012808,1679.589844,0.013402,0.113754,4
7632,'2019/01/23 12:07:13:699',6,0.477486,-0.250497,-0.130636,0.131246,0.113358,-0.255235,0.246762,0.313489,0.130667,0.125208,0.313081,0.27477,0.334071,1636.523438,0.038697,0.135723,4
7633,'2019/01/23 12:07:13:717',6,0.977489,-0.798906,0.29376,0.45735,0.135199,-0.470067,0.034128,0.671338,0.19521,0.074958,0.547946,0.087673,-0.006667,1507.324219,0.115663,1.41146,4
7634,'2019/01/23 12:07:13:733',6,1.075988,-0.640593,0.0971,0.2443,0.029754,-0.474041,0.164348,0.882119,0.226984,0.053957,0.609635,0.294909,-0.004263,1507.324219,0.103898,1.213644,4
7635,'2019/01/23 12:07:13:749',6,1.240913,-0.511303,0.145645,0.116575,-0.320055,-0.495407,0.209743,0.818136,0.265173,0.045062,0.469507,0.244834,0.054676,1507.324219,0.085147,0.883594,4
7636,'2019/01/23 12:07:13:767',6,1.156316,-0.399371,0.181146,0.011079,-0.197007,-0.447207,0.242014,0.786502,0.317656,0.105402,0.426243,0.241403,-0.050413,1507.324219,0.076453,0.746523,4
7637,'2019/01/23 12:07:13:783',6,1.172838,-0.126182,0.13734,0.077592,-0.158447,-0.329532,0.328082,0.684663,0.373533,0.075999,0.31603,0.237014,-0.028873,387.597656,0.056237,0.514996,4
7638,'2019/01/23 12:07:13:800',6,1.2503,-0.088088,0.186038,0.091677,-0.225207,-0.457397,0.358144,0.685453,0.256749,0.125973,0.372558,0.248485,-0.061178,387.597656,0.05327,0.480979,4
7639,'2019/01/23 12:07:13:816',6,1.241047,-0.103842,0.237894,-0.009397,-0.192271,-0.305835,0.393884,0.497616,0.289886,0.158904,0.346088,0.313617,-0.100811,387.597656,0.039931,0.37227,4
7640,'2019/01/23 12:07:13:833',6,1.004679,-0.332485,-0.166865,0.040558,-0.00132,-0.01745,0.380757,0.386249,0.208168,0.037471,0.324146,0.142102,0.150912,430.664063,0.061024,0.414917,4
7641,'2019/01/23 12:07:13:850',6,1.039606,-0.184831,-0.007106,0.068579,-0.047982,-0.126462,0.297435,0.477667,0.380038,0.08752,0.33123,0.194458,-0.007329,387.597656,0.030887,0.218723,4
7642,'2019/01/23 12:07:13:867',6,1.050443,-0.231869,0.285163,0.189865,-0.024348,-0.25221,0.324465,0.594387,0.345232,0.160733,0.461578,0.183602,-0.092066,344.53125,0.019972,0.201041,4
7643,'2019/01/23 12:07:13:883',6,0.933317,-0.454532,0.0511,-0.067363,-0.219633,-0.206637,0.353862,0.710681,0.450858,0.254057,0.446956,0.450492,0.176728,387.597656,0.023288,0.192991,4
7644,'2019/01/23 12:07:13:900',6,1.025337,-0.145068,0.096418,0.016712,-0.296188,-0.226285,0.394821,0.642716,0.278229,0.18688,0.633072,0.238323,-0.085841,387.597656,0.019573,0.158843,4
7645,'2019/01/23 12:07:13:917',6,1.136392,-0.064623,0.369801,0.124429,-0.211875,-0.298188,0.262973,0.559786,0.31725,0.253875,0.309406,0.221489,0.025527,344.53125,0.016361,0.131772,4
7646,'2019/01/23 12:07:13:933',6,1.133074,0.068211,0.122103,0.133299,-0.111867,-0.273715,0.44786,0.576881,0.223044,0.199816,0.459379,0.143436,-0.112342,387.597656,0.01666,0.122183,4
7647,'2019/01/23 12:07:13:949',6,1.025007,-0.009734,0.344344,0.070012,-0.066881,-0.110315,0.447561,0.493992,0.204525,0.286504,0.50204,0.098535,-0.072687,387.597656,0.013363,0.095454,4
7648,'2019/01/23 12:07:13:967',6,0.978383,-0.190012,0.273836,0.225445,-0.073359,-0.014271,0.31502,0.51056,0.199344,0.22349,0.474574,0.127554,0.013091,387.597656,0.012222,0.075646,4
7649,'2019/01/23 12:07:13:983',6,0.992075,-0.299524,0.180969,-0.012934,-0.145801,0.013338,0.345479,0.556996,0.341712,0.270226,0.449228,0.227482,0.121637,387.597656,0.013455,0.095143,4
7650,'2019/01/23 12:07:14:001',6,1.009821,-0.110734,0.401132,0.277318,-0.100383,-0.170402,0.354257,0.460518,0.279463,0.100286,0.531513,0.239817,-0.063996,1722.65625,0.012629,0.082229,4
7651,'2019/01/23 12:07:14:016',6,1.035913,-0.135148,0.34631,0.245555,-0.06389,-0.109486,0.319093,0.676262,0.213511,0.081267,0.37287,0.087576,-0.0251,387.597656,0.014816,0.083698,4
7652,'2019/01/23 12:07:14:033',6,0.90493,-0.255568,0.235398,0.220819,-0.050353,-0.171973,0.361434,0.586985,0.285171,0.229896,0.50564,0.207557,0.07369,387.597656,0.012316,0.067563,4
7653,'2019/01/23 12:07:14:050',6,0.765942,-0.999024,0.036824,0.441274,0.724716,0.067831,0.014263,0.406563,0.362519,-0.08809,0.333215,0.226428,0.138651,1378.125,0.078835,0.792223,4
7654,'2019/01/23 12:07:14:066',6,0.864149,-0.850264,0.176458,0.473586,0.181998,-0.461967,-0.072063,0.838519,0.41607,-0.076918,0.47319,0.377206,0.149658,1421.191406,0.122801,1.535778,4
7655,'2019/01/23 12:07:14:083',6,1.082934,-0.732907,-0.029141,0.152707,-0.08187,-0.534214,-0.027826,0.83599,0.40064,-0.02676,0.552784,0.45289,0.132151,1421.191406,0.106075,1.223226,4
7656,'2019/01/23 12:07:14:100',6,1.375214,-0.255885,0.151957,0.200589,-0.262598,-0.556014,0.199114,0.752173,0.45447,0.05118,0.179917,0.337196,0.115943,1421.191406,0.071251,0.730446,4
7657,'2019/01/23 12:07:14:117',6,1.06166,0.020829,0.033092,0.059945,0.042005,-0.616427,0.286653,0.518495,0.512844,0.135908,0.198448,0.460809,0.09821,344.53125,0.067542,0.610752,4
7658,'2019/01/23 12:07:14:133',6,1.394786,-0.148808,0.227096,0.146423,-0.283649,-0.426017,0.193675,0.638364,0.534673,0.085415,0.204613,0.275958,0.081447,344.53125,0.047926,0.474469,4
7659,'2019/01/23 12:07:14:150',6,1.365156,-0.237673,0.051265,-0.001015,-0.20786,-0.29766,0.14654,0.669906,0.537725,0.229291,0.302927,0.247649,0.151344,344.53125,0.046156,0.504449,4
7660,'2019/01/23 12:07:14:166',6,1.493094,0.111266,0.241503,0.031922,-0.180175,-0.304784,0.094074,0.545875,0.421949,-0.009858,0.152162,0.212182,0.079477,344.53125,0.045856,0.419462,4
7661,'2019/01/23 12:07:14:183',6,1.445695,0.210924,0.225276,-0.021302,-0.192234,-0.250244,0.146927,0.546792,0.293835,0.073767,0.259807,0.294931,0.001178,344.53125,0.037548,0.393364,4
7662,'2019/01/23 12:07:14:201',6,1.242093,-0.169118,0.026867,-0.010665,-0.144307,-0.249564,0.182506,0.610969,0.661279,0.360202,0.410881,0.270076,0.053221,344.53125,0.034176,0.255311,4
7663,'2019/01/23 12:07:14:216',6,1.176286,-0.030269,0.173277,-0.090321,-0.291379,-0.2614,0.248688,0.594755,0.468218,0.334152,0.431695,0.356176,0.049889,344.53125,0.025687,0.270347,4
7664,'2019/01/23 12:07:14:233',6,1.244483,-0.042104,0.225167,0.024634,-0.275876,-0.30495,0.227973,0.572621,0.335846,0.207743,0.38586,0.27975,0.080455,344.53125,0.025902,0.223225,4
7665,'2019/01/23 12:07:14:249',6,1.107749,-0.027162,0.24788,0.082774,-0.251953,-0.343362,0.137507,0.450265,0.308552,0.253716,0.416167,0.194817,0.131971,344.53125,0.018571,0.154439,4
7666,'2019/01/23 12:07:14:266',6,1.09922,-0.018085,0.33921,0.027533,-0.190679,-0.382559,0.196144,0.552322,0.312621,0.318742,0.395433,0.198442,0.099551,344.53125,0.017261,0.142731,4
7667,'2019/01/23 12:07:14:283',6,1.133939,-0.028945,0.269592,0.044969,-0.249719,-0.358206,0.317485,0.531227,0.352362,0.262141,0.392064,0.238729,-0.001919,344.53125,0.018524,0.164228,4
7668,'2019/01/23 12:07:14:299',6,0.872565,-0.032775,0.281716,0.183245,-0.232419,-0.38723,0.255765,0.640077,0.47561,0.340346,0.400577,0.23315,0.178208,344.53125,0.012907,0.104765,4
7669,'2019/01/23 12:07:14:317',6,0.930531,0.049527,0.02593,0.02098,0.136586,-0.010084,0.275817,0.220875,0.269019,0.2976,0.34164,-0.024805,0.081916,344.53125,0.016052,0.109216,4
7670,'2019/01/23 12:07:14:333',6,1.080962,0.038207,0.273672,-0.02818,-0.099978,-0.160838,0.24319,0.419047,0.305305,0.114373,0.251488,0.277045,0.0732,387.597656,0.01489,0.116906,4
7671,'2019/01/23 12:07:14:349',6,1.033258,0.020773,0.32982,0.180117,-0.051616,-0.220405,0.141441,0.258378,0.345315,0.188224,0.322407,0.311834,-0.012142,344.53125,0.010128,0.067146,4
7672,'2019/01/23 12:07:14:366',6,1.05633,0.213888,0.286308,0.308438,0.155905,-0.072671,0.231548,0.311538,0.11211,0.29415,0.336945,0.162665,-0.149742,344.53125,0.015867,0.089565,4
7673,'2019/01/23 12:07:14:384',6,1.074039,0.076922,0.287197,0.103791,0.09048,-0.173287,0.277629,0.550675,0.324246,0.159352,0.36636,0.268337,-0.032484,344.53125,0.013437,0.076617,4
7674,'2019/01/23 12:07:14:399',6,1.1228,-0.675189,0.188257,0.23476,0.302091,-0.322333,-0.232607,0.706833,0.556152,-0.109113,0.408622,0.45351,0.106354,1335.058594,0.096887,1.162765,4
7675,'2019/01/23 12:07:14:416',6,1.147937,-0.52098,0.161007,0.276992,0.197874,-0.431992,-0.212846,0.578336,0.571715,-0.042021,0.395935,0.433334,0.178947,1335.058594,0.08045,0.90611,4
7676,'2019/01/23 12:07:14:433',6,1.038804,-0.294516,0.174808,0.311527,-0.060562,-0.602871,-0.117299,0.725065,0.633543,0.223058,0.154404,0.331191,0.079724,1335.058594,0.061814,0.549236,4
7677,'2019/01/23 12:07:14:449',6,0.848563,0.048315,0.055561,0.035727,-0.04148,-0.415675,0.001793,0.416518,0.471817,0.206613,0.17512,0.509876,0.144035,344.53125,0.077708,0.550917,4
7678,'2019/01/23 12:07:14:466',6,1.057613,0.139884,0.383447,0.208827,-0.210791,-0.430971,0.07541,0.558488,0.393648,0.06148,0.04082,0.28156,0.202702,344.53125,0.065777,0.452629,4
7679,'2019/01/23 12:07:14:483',6,1.305165,-0.023107,0.298206,0.202835,-0.134867,-0.485088,-0.04824,0.635493,0.469256,0.217515,0.214749,0.251846,0.158931,344.53125,0.042942,0.379485,4
7680,'2019/01/23 12:07:14:500',6,1.34943,-0.002275,0.121868,0.039919,-0.09877,-0.484606,0.037277,0.521978,0.441243,0.085696,0.341833,0.345722,0.06769,344.53125,0.037959,0.409282,4
7681,'2019/01/23 12:07:14:517',6,1.30634,-0.02358,0.140282,0.062077,-0.147958,-0.429204,0.124286,0.459011,0.304397,0.123594,0.332076,0.326204,0.189532,344.53125,0.031989,0.270678,4
7682,'2019/01/23 12:07:14:533',6,1.087654,-0.164921,0.28091,0.088803,-0.049601,-0.289311,0.034254,0.526768,0.450074,0.383625,0.272032,0.284456,0.084255,344.53125,0.025362,0.223725,4
7683,'2019/01/23 12:07:14:550',6,0.962866,0.222584,0.238409,0.12871,-0.12391,-0.28788,0.127203,0.486758,0.342737,0.343926,0.275931,0.227723,-0.05894,344.53125,0.034663,0.261901,4
7684,'2019/01/23 12:07:14:566',6,1.15544,0.268825,0.324043,0.323696,-0.042202,-0.268354,-0.031122,0.485766,0.271881,0.120393,0.245111,0.280323,0.115587,301.464844,0.018824,0.13822,4
