@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
4194,'2019/01/23 12:05:02:924',4,0.848423,0.419087,0.549891,0.310801,0.306846,0.297268,0.121066,0.017919,0.120956,0.127865,0.22614,0.340506,0.17569,172.265625,0.002586,0.011649,2
4195,'2019/01/23 12:05:02:941',4,0.720577,0.115337,0.518596,0.323227,0.457465,0.293583,0.18871,0.163262,0.209478,0.200765,0.285136,0.312577,0.231315,172.265625,0.002805,0.010985,2
4196,'2019/01/23 12:05:02:957',4,0.749012,0.142806,0.591226,0.210281,0.171039,0.000623,0.103706,0.139609,0.252403,0.285304,0.318358,0.233994,0.212787,215.332031,0.002639,0.009505,2
4197,'2019/01/23 12:05:02:973',4,0.838784,0.193609,0.486249,0.174199,0.233598,0.060863,0.049318,0.119049,0.149118,0.30578,0.290886,0.219782,0.286256,215.332031,0.002747,0.010497,2
4198,'2019/01/23 12:05:02:990',4,0.83018,0.413439,0.527126,0.212441,0.236724,0.255138,0.193965,0.022419,0.117947,0.188582,0.377394,0.17753,0.223406,172.265625,0.002251,0.010083,2
4199,'2019/01/23 12:05:03:008',4,0.829437,0.368508,0.668402,0.296747,0.049218,0.011595,0.212634,0.111588,0.25397,0.269678,0.3141,0.175585,0.155864,172.265625,0.002379,0.009288,2
4200,'2019/01/23 12:05:03:023',4,0.80286,0.184997,0.408452,0.272208,0.421883,0.428496,0.360325,0.21791,0.123615,0.146132,0.367506,0.144626,0.082231,86.132813,0.002155,0.008892,2
4201,'2019/01/23 12:05:03:041',4,0.877388,0.288681,0.484516,0.162128,0.244565,0.223645,0.233235,0.157093,0.155758,0.200027,0.330878,0.182619,0.274136,172.265625,0.002377,0.008702,2
4202,'2019/01/23 12:05:03:057',4,0.949953,0.37471,0.563192,0.207398,0.221552,-0.026486,0.014878,0.104656,0.166237,0.164004,0.362081,0.319136,0.241499,172.265625,0.002846,0.017284,2
4203,'2019/01/23 12:05:03:074',4,0.814954,0.303989,0.589075,0.367965,0.266485,0.219795,0.136267,0.107643,0.224448,0.105159,0.164503,0.222402,0.261872,129.199219,0.00209,0.01168,2
4204,'2019/01/23 12:05:03:090',4,0.9528,0.331691,0.527512,0.26881,0.156513,0.083934,0.21271,0.137535,0.315231,0.069254,0.26014,0.251591,0.320097,172.265625,0.002619,0.010545,2
4205,'2019/01/23 12:05:03:107',4,1.012398,0.313982,0.483292,0.189726,0.243425,0.223315,0.184193,0.108643,0.114573,0.159568,0.209552,0.251237,0.315297,172.265625,0.003116,0.012624,2
4206,'2019/01/23 12:05:03:124',4,0.804552,0.207582,0.482174,0.002944,0.166904,0.314286,0.255023,0.164751,0.225331,0.131825,0.288416,0.333491,0.284522,215.332031,0.002978,0.009144,2
4207,'2019/01/23 12:05:03:141',4,0.765716,0.287987,0.527321,0.150023,0.200805,0.020009,0.245287,0.206,0.312654,0.260648,0.543338,0.173257,0.06621,301.464844,0.00302,0.055774,2
4208,'2019/01/23 12:05:03:157',4,0.710896,-0.257618,0.257716,0.050576,0.230366,0.078328,0.328925,0.264494,0.259422,0.252964,0.67636,0.372171,0.065728,301.464844,0.007169,0.055897,2
4209,'2019/01/23 12:05:03:174',4,0.878094,0.160255,0.615708,0.208171,0.024611,-0.041039,0.208739,0.106105,0.14682,0.320065,0.426089,0.213025,0.120972,215.332031,0.004994,0.020561,2
4210,'2019/01/23 12:05:03:190',4,0.971465,0.039215,0.43227,0.293665,0.322666,0.084581,0.115417,0.099861,0.113619,0.209465,0.3105,0.152864,0.206515,172.265625,0.005008,0.019341,2
4211,'2019/01/23 12:05:03:208',4,0.886498,0.167256,0.157767,0.21326,0.393495,0.222907,0.124671,0.032992,0.252786,0.231906,0.2423,0.178358,0.22011,172.265625,0.003003,0.012665,2
4212,'2019/01/23 12:05:03:224',4,0.900593,0.112659,0.568484,0.075637,0.084215,0.010807,0.00124,0.071517,0.279024,0.32048,0.32642,0.206436,0.201447,215.332031,0.004534,0.01812,2
4213,'2019/01/23 12:05:03:240',4,0.907452,0.05828,0.364301,0.192893,0.240218,0.061794,-0.027267,0.166156,0.260222,0.231616,0.232699,0.127274,0.16449,172.265625,0.004514,0.020793,2
4214,'2019/01/23 12:05:03:257',4,1.064071,0.237835,0.326265,0.139565,0.318067,0.19286,0.056685,0.232201,0.218272,0.148047,0.192384,0.126952,0.195126,129.199219,0.004451,0.023045,2
4215,'2019/01/23 12:05:03:274',4,0.962415,0.220758,0.350971,0.076714,0.214207,0.235427,0.104732,0.107056,0.316328,0.2537,0.334188,0.181422,0.269669,215.332031,0.003745,0.018917,2
4216,'2019/01/23 12:05:03:290',4,0.903279,0.161731,0.36678,0.136572,0.218905,0.132737,0.034226,0.223681,0.372188,0.270705,0.328005,0.200728,0.273617,301.464844,0.003747,0.016672,2
4217,'2019/01/23 12:05:03:307',4,0.992087,0.12696,0.414269,0.108886,0.209594,0.179541,0.175016,0.089479,0.177524,0.202663,0.234748,0.22905,0.217542,172.265625,0.004444,0.018766,2
4218,'2019/01/23 12:05:03:324',4,0.935907,0.213648,0.375381,0.018935,0.195959,0.19959,0.178153,0.278935,0.292682,0.111281,0.189901,0.178139,0.252655,172.265625,0.003288,0.015227,2
4219,'2019/01/23 12:05:03:341',4,0.954693,0.134702,0.14235,0.087142,0.239679,0.276659,0.323946,0.169449,0.300783,0.376812,0.316817,0.179981,0.233826,301.464844,0.003795,0.016927,2
4220,'2019/01/23 12:05:03:357',4,0.966616,0.208953,0.455612,0.220036,0.182839,0.280461,0.255077,0.270524,0.216506,-0.060192,0.029588,0.205268,0.317696,129.199219,0.003743,0.017598,2
4221,'2019/01/23 12:05:03:374',4,0.971699,0.215899,0.435473,0.139843,0.18228,0.148911,0.198326,0.199197,0.111739,0.089817,0.289351,0.364477,0.267065,172.265625,0.003905,0.018211,2
4222,'2019/01/23 12:05:03:391',4,0.928941,0.316274,0.470997,0.164671,0.215149,0.055752,0.214687,0.214204,0.239423,0.191281,0.203202,0.146394,0.205439,129.199219,0.003578,0.014899,2
4223,'2019/01/23 12:05:03:408',4,0.836674,0.328348,0.56095,0.247772,0.282991,0.114262,0.263783,0.309662,0.059009,0.209231,0.230112,0.169486,0.178324,129.199219,0.003326,0.015031,2
4224,'2019/01/23 12:05:03:424',4,0.786082,0.163888,0.551224,0.301484,0.222322,0.185676,0.140655,-0.123523,0.205187,0.191081,0.165584,0.351395,0.332508,172.265625,0.003576,0.016028,2
4225,'2019/01/23 12:05:03:440',4,0.669985,0.090555,0.379343,0.305356,0.392572,0.402381,0.332466,0.222887,0.209543,0.19208,0.271133,0.26536,0.299719,645.996094,0.002783,0.008707,2
4226,'2019/01/23 12:05:03:457',4,0.951058,0.266546,0.53268,0.281726,0.307874,0.157634,0.061333,0.07047,0.103395,0.046365,0.218957,0.450178,0.256946,172.265625,0.003989,0.017779,2
4227,'2019/01/23 12:05:03:474',4,0.810637,0.282235,0.607832,0.232206,0.212095,0.200282,0.045603,0.074926,0.176488,0.364213,0.383377,0.173608,0.080299,172.265625,0.003549,0.011687,2
4228,'2019/01/23 12:05:03:490',4,0.705123,0.130668,0.438464,0.23396,0.133609,0.071888,0.19472,0.229259,0.156069,0.217739,0.317405,0.192943,0.351631,215.332031,0.003075,0.012645,2
4229,'2019/01/23 12:05:03:507',4,0.847713,0.186666,0.402993,0.174511,0.269924,0.156901,0.287996,0.29485,0.208373,0.288417,0.224019,0.104186,0.162983,129.199219,0.003126,0.010541,2
4230,'2019/01/23 12:05:03:524',4,0.946812,0.314939,0.425156,0.204885,0.253722,0.241735,0.157434,0.153515,0.208736,0.175673,0.323729,0.266589,0.232495,129.199219,0.002893,0.013895,2
4231,'2019/01/23 12:05:03:540',4,0.737123,0.195252,0.505686,0.297957,0.4149,0.295675,0.187551,0.247219,0.190703,0.154754,0.281395,0.188821,0.122054,129.199219,0.002553,0.010596,2
4232,'2019/01/23 12:05:03:557',4,0.902184,0.370274,0.654629,0.315266,0.142763,0.061236,0.145003,0.050374,0.277288,0.270357,0.155896,0.244531,0.241122,172.265625,0.003163,0.014882,2
4233,'2019/01/23 12:05:03:573',4,0.761054,0.192339,0.544349,0.214446,0.158754,0.146815,0.161081,0.182713,0.460377,0.330572,0.202887,0.307275,0.287037,258.398438,0.00255,0.009665,2
4234,'2019/01/23 12:05:03:591',4,0.819643,0.319582,0.623665,0.182369,0.147326,0.075114,0.07973,0.160929,0.253312,0.33034,0.296938,0.211629,0.341242,215.332031,0.002738,0.012286,2
4235,'2019/01/23 12:05:03:607',4,0.937124,0.32011,0.581284,0.260479,0.092157,0.132821,0.196769,0.139686,0.183158,0.246064,0.459747,0.317921,0.118258,301.464844,0.002894,0.020705,2
4236,'2019/01/23 12:05:03:625',4,1.091056,0.604179,0.705239,0.280712,0.261556,0.195369,0.107034,-0.012447,0.108355,0.159675,0.237928,0.128886,0.20317,129.199219,0.004676,0.043022,2
4237,'2019/01/23 12:05:03:642',4,1.270695,0.603985,0.658437,0.269694,0.225641,0.11542,-0.03793,-0.036309,0.105006,0.050958,0.310102,0.290543,0.225783,172.265625,0.007816,0.068819,2
4238,'2019/01/23 12:05:03:657',4,1.294524,0.844747,0.925993,0.29321,0.013407,0.061152,-0.02522,-0.009319,-0.012968,0.017653,0.241577,0.307951,0.155714,129.199219,0.012226,0.119321,2
4239,'2019/01/23 12:05:03:673',4,1.124574,0.431986,0.529864,0.088388,0.103076,0.144429,0.292697,0.076375,0.113002,0.208597,0.189894,0.171744,0.28465,172.265625,0.004216,0.027974,2
4240,'2019/01/23 12:05:03:691',4,0.900096,0.337369,0.43009,0.139082,0.224386,0.317835,0.131187,0.11332,0.128482,0.1345,0.254635,0.291139,0.277341,172.265625,0.003511,0.014848,2
4241,'2019/01/23 12:05:03:707',4,0.965311,0.408287,0.636769,0.341737,0.135795,0.124841,0.205556,0.162697,0.235999,0.242708,0.378168,0.221299,0.101566,86.132813,0.003447,0.022606,2
4242,'2019/01/23 12:05:03:724',4,0.891385,0.349893,0.563587,0.287622,0.427709,0.330548,0.120844,0.121466,0.190645,0.150136,0.222564,0.200343,0.297449,86.132813,0.002914,0.014169,2
4243,'2019/01/23 12:05:03:740',4,0.896721,0.251177,0.479077,0.304415,0.235426,0.084941,0.073763,0.120136,0.163884,0.263714,0.395639,0.318715,0.239759,215.332031,0.003024,0.014737,2
4244,'2019/01/23 12:05:03:757',4,0.934763,0.471473,0.636109,0.289148,0.252503,0.233119,0.193208,0.111415,0.222892,0.144359,0.152482,0.083772,0.153545,129.199219,0.003439,0.021451,2
4245,'2019/01/23 12:05:03:774',4,0.951387,0.311222,0.599648,0.183009,0.109967,0.140683,0.112802,0.275914,0.237787,0.159125,0.267292,0.28424,0.108944,129.199219,0.003643,0.019852,2
4246,'2019/01/23 12:05:03:791',4,0.879949,0.454225,0.550974,0.319926,0.375827,0.142288,0.181965,0.269467,0.19715,0.094633,0.170945,0.153697,0.216952,129.199219,0.002853,0.013993,2
4247,'2019/01/23 12:05:03:807',4,0.688864,0.085375,0.474922,0.313565,0.221803,0.257547,0.351752,0.143703,0.097962,0.245099,0.442097,0.287153,0.280853,215.332031,0.002772,0.011321,2
4248,'2019/01/23 12:05:03:824',4,0.79244,0.313218,0.577079,0.303404,0.324751,0.220734,0.188731,0.110805,0.17071,0.124385,0.21659,0.227993,0.34587,172.265625,0.002437,0.011951,2
4249,'2019/01/23 12:05:03:840',4,0.682368,0.108389,0.505461,0.313494,0.327868,0.317111,0.163056,0.199588,0.29762,0.28556,0.315544,0.328271,0.309906,86.132813,0.002516,0.009838,2
4250,'2019/01/23 12:05:03:857',4,0.888231,0.124847,0.504373,0.389108,0.357834,0.311095,0.201073,0.147514,0.145031,0.13472,0.207421,0.171949,0.171781,129.199219,0.003028,0.008948,2
4251,'2019/01/23 12:05:03:873',4,0.806347,0.298186,0.663148,0.219752,0.14625,0.155566,0.143668,0.137162,0.073688,0.197332,0.308865,0.325749,0.269488,172.265625,0.003072,0.010746,2
4252,'2019/01/23 12:05:03:890',4,0.618209,-0.045838,0.231797,0.093006,0.122467,0.108829,0.331865,0.316299,0.345323,0.342164,0.356746,0.333091,0.458621,258.398438,0.002706,0.008875,2
4253,'2019/01/23 12:05:03:907',4,0.373926,0.608451,0.200087,0.486318,0.112431,0.166921,0.185545,0.172441,0.223459,0.340006,0.178296,0.185828,0.295769,7665.820313,0.010946,0.023949,2
4254,'2019/01/23 12:05:03:923',4,0.712281,0.340985,0.633307,0.389979,0.181373,0.331398,0.203852,0.172337,0.192898,0.194206,0.272797,0.139931,0.175184,129.199219,0.002697,0.011856,2
4255,'2019/01/23 12:05:03:940',4,0.867272,0.383687,0.820776,0.380779,0.196104,0.091043,0.120197,0.038579,0.054235,0.157243,0.223706,0.3009,0.31134,172.265625,0.003116,0.014515,2
4256,'2019/01/23 12:05:03:957',4,1.024216,0.335962,0.533628,0.233324,0.144154,0.150059,0.152635,0.098907,0.181065,0.142159,0.191803,0.191499,0.299021,172.265625,0.003623,0.015984,2
4257,'2019/01/23 12:05:03:974',4,0.695421,0.0075,0.428318,0.205725,0.325911,0.241834,0.098801,0.265577,0.321053,0.389844,0.363334,0.222433,0.200081,1076.660156,0.002728,0.009558,2
4258,'2019/01/23 12:05:03:990',4,0.988835,0.325998,0.548485,0.154303,0.215343,0.175112,0.135385,0.026331,0.095289,0.205468,0.279191,0.25964,0.230764,172.265625,0.003469,0.016736,2
4259,'2019/01/23 12:05:04:007',4,0.791265,0.214889,0.437569,0.134123,0.211061,0.257169,0.253398,0.360076,0.391874,0.237053,0.192492,0.276356,0.220316,301.464844,0.002596,0.010213,2
4260,'2019/01/23 12:05:04:024',4,0.857255,0.221473,0.532283,0.200096,0.075186,0.14392,0.119038,0.127172,0.175727,0.187011,0.313838,0.399266,0.171515,215.332031,0.003048,0.011213,2
4261,'2019/01/23 12:05:04:041',4,0.910495,0.251242,0.452564,0.171938,0.32067,0.256761,0.271829,0.147403,0.130109,0.226698,0.261319,0.292991,0.352349,258.398438,0.002723,0.011699,2
4262,'2019/01/23 12:05:04:057',4,0.829698,0.093961,0.468133,0.095656,0.112947,0.215256,0.249732,0.30474,0.282949,0.195572,0.344982,0.301411,0.259605,215.332031,0.002621,0.010078,2
4263,'2019/01/23 12:05:04:074',4,0.803819,0.08963,0.440563,0.208209,0.179981,0.17103,0.1306,0.166007,0.257297,0.184824,0.263688,0.226658,0.2211,172.265625,0.002794,0.010245,2
4264,'2019/01/23 12:05:04:090',4,0.750628,0.311576,0.665459,0.29469,0.091962,0.125544,0.168651,0.114517,0.216007,0.220598,0.301154,0.179555,0.256831,172.265625,0.002442,0.010909,2
4265,'2019/01/23 12:05:04:107',4,0.782669,0.104362,0.492205,0.246364,0.278718,0.328049,0.289609,0.250268,0.239452,0.147787,0.335769,0.270326,0.19577,86.132813,0.002817,0.011145,2
4266,'2019/01/23 12:05:04:123',4,0.845918,0.240455,0.537753,0.155454,0.294476,0.232076,0.189509,0.047474,0.238251,0.272893,0.252059,0.200162,0.139418,172.265625,0.003018,0.010351,2
4267,'2019/01/23 12:05:04:140',4,0.662673,0.091798,0.501866,0.073249,0.255107,0.075155,0.080282,0.006683,0.075592,0.213484,0.297495,0.363329,0.318913,215.332031,0.004149,0.014436,2
4268,'2019/01/23 12:05:04:157',4,0.505594,0.212348,0.62672,0.045255,0.279828,0.13765,0.25319,0.251829,0.281266,0.304863,0.352867,0.381507,0.391866,258.398438,0.005393,0.018638,2
4269,'2019/01/23 12:05:04:174',4,0.245506,0.328847,0.581931,-0.114162,0.586968,0.262756,0.11181,0.045299,0.021077,0.186223,0.306249,0.110336,0.250291,3531.445313,0.013224,0.04994,2
4270,'2019/01/23 12:05:04:190',4,0.281738,0.254301,0.406624,-0.069282,0.518816,0.202378,0.127103,0.155446,0.180658,0.023644,0.361224,0.208093,0.239151,3789.84375,0.017586,0.054311,2
4271,'2019/01/23 12:05:04:207',4,0.140847,0.463752,0.704734,0.036355,0.491535,0.186951,0.179381,0.165841,0.191155,0.184939,0.217735,0.168296,0.189596,4220.507813,0.021596,0.07065,2
4272,'2019/01/23 12:05:04:223',4,0.099566,0.48887,0.604601,-0.137589,0.537559,0.269371,0.028626,0.070331,0.173729,0.201017,0.415601,0.26511,0.127012,3617.578125,0.025956,0.079772,2
4273,'2019/01/23 12:05:04:241',4,0.186074,0.480627,0.575096,0.05109,0.402911,0.052896,0.150235,0.187408,0.126869,0.243831,0.457769,0.277662,0.111526,4091.308594,0.021585,0.069475,2
4274,'2019/01/23 12:05:04:257',4,0.344738,0.192472,0.610842,0.129133,0.404198,0.150595,0.178403,0.251671,-0.112128,0.059133,0.320877,0.150019,0.254411,3445.3125,0.022766,0.079404,2
4275,'2019/01/23 12:05:04:274',4,0.46634,-0.049438,0.623904,0.012035,0.313031,0.254798,0.192583,0.113038,0.019365,-0.001051,0.401548,0.294951,0.162103,3316.113281,0.028221,0.109735,2
4276,'2019/01/23 12:05:04:290',4,0.90505,0.18626,0.522443,0.189051,0.475391,0.212469,0.137605,0.05211,0.071211,0.171384,0.181825,0.205838,0.136676,129.199219,0.008843,0.037078,2
4277,'2019/01/23 12:05:04:308',4,0.723875,0.184075,0.429066,0.316899,0.402694,0.382806,0.26538,0.08,0.088653,0.145216,0.306664,0.199387,0.270422,86.132813,0.0058,0.021266,2
4278,'2019/01/23 12:05:04:324',4,0.744211,0.360806,0.504879,0.05998,0.068495,0.085004,0.230029,0.089952,0.089534,0.138943,0.293482,0.372297,0.360896,215.332031,0.005368,0.02107,2
4279,'2019/01/23 12:05:04:341',4,0.792331,0.167698,0.390706,0.109092,0.124569,0.106571,0.344027,0.283984,0.255095,0.216368,0.339452,0.299615,0.278197,258.398438,0.006141,0.023002,2
4280,'2019/01/23 12:05:04:357',4,0.814045,0.282819,0.426872,0.167968,0.299079,0.268852,0.333016,0.156706,0.121097,0.123675,0.18284,0.316787,0.181726,129.199219,0.005309,0.02066,2
4281,'2019/01/23 12:05:04:373',4,0.80169,0.30007,0.541337,0.255542,0.101015,0.133683,0.12921,0.061163,0.20679,0.224144,0.218281,0.305036,0.247543,172.265625,0.006281,0.026587,2
4282,'2019/01/23 12:05:04:390',4,0.588654,0.240282,0.173844,0.516056,0.24023,0.212031,0.127941,0.116776,0.205208,0.150762,0.136243,0.141935,0.190533,129.199219,0.019817,0.088125,2
4283,'2019/01/23 12:05:04:407',4,1.035937,0.4647,0.522587,0.251439,0.1708,0.340103,0.148562,0.119972,0.097782,0.154186,0.247269,0.032827,0.136659,86.132813,0.00898,0.06019,2
4284,'2019/01/23 12:05:04:424',4,0.893788,0.320042,0.464584,0.183653,0.256849,0.226581,0.15146,0.022278,0.071528,0.253338,0.285843,0.274811,0.23673,129.199219,0.006179,0.026636,2
4285,'2019/01/23 12:05:04:440',4,0.669543,-0.19841,0.391697,0.016083,0.094055,0.041319,0.052554,0.16524,0.214638,0.266133,0.343536,0.257301,0.313384,215.332031,0.007644,0.026657,2
4286,'2019/01/23 12:05:04:457',4,0.618119,-0.484113,0.307277,0.097274,0.136861,0.089048,0.158359,0.163694,0.202711,0.323747,0.355396,0.379286,0.342193,775.195313,0.011851,0.046172,2
4287,'2019/01/23 12:05:04:473',4,0.904814,-0.709882,0.213783,0.123201,0.158429,0.263002,0.297531,0.094805,0.137287,0.090599,0.241156,0.2782,0.272008,775.195313,0.026977,0.135313,2
4288,'2019/01/23 12:05:04:490',4,0.818661,-0.837171,0.166948,0.114169,0.233342,0.33403,0.289773,0.28105,0.119199,0.117335,0.453663,0.226931,0.260477,775.195313,0.03278,0.167444,2
4289,'2019/01/23 12:05:04:507',4,0.811089,-0.744049,0.492351,0.347592,0.410638,0.242364,0.040472,0.127918,-0.071899,0.005938,0.417478,0.288625,0.324813,775.195313,0.036268,0.181587,2
4290,'2019/01/23 12:05:04:524',4,0.818591,-0.72921,0.449021,0.09096,0.432473,0.364595,0.10236,0.140611,0.041072,0.054104,0.283831,0.169919,0.263137,775.195313,0.043755,0.207564,2
4291,'2019/01/23 12:05:04:541',4,0.650697,-1.158488,0.411834,0.027876,0.405387,0.343818,0.068589,0.255118,0.141802,0.211455,0.431692,0.292005,0.302912,775.195313,0.060937,0.304482,2
4292,'2019/01/23 12:05:04:557',4,0.633737,-1.062244,0.377533,0.010772,0.441437,0.206904,0.102486,0.18335,-0.039122,0.157009,0.364309,0.205726,0.265987,775.195313,0.079511,0.401126,2
4293,'2019/01/23 12:05:04:574',4,0.722386,-1.042717,0.337091,-0.259048,0.267102,0.280825,0.171024,0.074003,0.076147,0.326994,0.378605,0.154887,0.299263,775.195313,0.081108,0.399804,2
4294,'2019/01/23 12:05:04:590',4,0.630308,-1.169598,0.304569,-0.13913,0.252289,0.205186,0.254231,0.3878,0.107295,0.13494,0.399625,0.26906,0.268533,1550.390625,0.105352,0.53438,2
4295,'2019/01/23 12:05:04:607',4,0.681529,-1.127188,0.389204,-0.038368,0.319032,0.198714,0.2003,0.227354,0.007836,0.155002,0.38635,0.055208,0.314495,1593.457031,0.132177,0.592149,2
4296,'2019/01/23 12:05:04:624',4,0.652425,-1.140831,0.422754,-0.096682,0.413716,0.31943,0.079482,0.140711,0.128708,0.292221,0.350084,0.025047,0.294379,1033.59375,0.13583,0.752858,2
4297,'2019/01/23 12:05:04:641',4,0.491459,-1.341441,0.352999,0.079838,0.507611,0.220863,0.28086,0.316069,0.101282,0.228576,0.335054,0.120801,0.201444,1550.390625,0.161313,0.793201,2
4298,'2019/01/23 12:05:04:657',4,0.545,-1.187311,0.407129,0.070594,0.511098,0.181613,0.134675,0.278737,-0.033939,0.22153,0.337955,0.16024,0.282835,775.195313,0.144742,0.712099,2
4299,'2019/01/23 12:05:04:674',4,0.435648,-1.297447,0.49666,0.100359,0.556942,0.269826,0.237154,0.259779,0.03988,0.201597,0.401415,0.260801,0.217054,775.195313,0.148494,0.779086,2
4300,'2019/01/23 12:05:04:691',4,0.550233,-1.247359,0.395496,-0.055525,0.552673,0.214138,0.191588,0.270307,-0.027056,0.202446,0.189755,0.266192,0.309882,775.195313,0.174703,0.828946,2
4301,'2019/01/23 12:05:04:707',4,0.46979,-1.156747,0.229753,-0.149133,0.333367,-0.027314,0.129926,0.090892,0.031985,0.328593,0.268334,0.264133,0.363675,775.195313,0.157658,0.807229,2
4302,'2019/01/23 12:05:04:724',4,0.522506,-1.282632,0.25969,-0.143564,0.310173,-0.039724,0.272463,0.20845,-0.048232,0.208638,0.30001,0.263213,0.411017,1291.992188,0.182682,0.898151,2
4303,'2019/01/23 12:05:04:740',4,0.634648,-1.180494,0.538549,-0.13555,0.423458,0.164398,0.235476,0.191384,0.00968,0.250311,0.20547,0.253584,0.248772,775.195313,0.204383,0.903154,2
4304,'2019/01/23 12:05:04:757',4,0.520443,-1.158632,0.40716,0.009274,0.394964,0.083838,0.295264,0.130794,-0.018634,0.268999,0.288244,0.319631,0.247956,1593.457031,0.214928,1.162511,2
4305,'2019/01/23 12:05:04:773',4,0.439765,-1.331089,0.433673,0.07139,0.47147,0.136843,0.280614,0.123156,0.041979,0.251445,0.383402,0.197431,0.370574,1593.457031,0.243778,1.183363,2
4306,'2019/01/23 12:05:04:791',4,0.472285,-1.093554,0.535542,-0.061691,0.400856,0.100573,0.285035,0.252218,0.119103,0.078713,-0.015661,0.058736,0.293122,1593.457031,0.244284,1.190852,2
4307,'2019/01/23 12:05:04:807',4,0.248069,-1.472435,0.34422,-0.261018,0.491102,0.347179,0.490077,0.287108,0.197624,0.206745,0.153101,0.139462,0.243241,1593.457031,0.241411,1.191242,2
4308,'2019/01/23 12:05:04:824',4,0.362317,-1.073593,0.068847,0.016217,0.239149,0.152631,0.268521,0.311566,-0.062591,0.352293,0.058453,0.288333,0.271528,1593.457031,0.280817,1.206296,2
4309,'2019/01/23 12:05:04:840',4,0.559715,-1.001141,0.362035,-0.033474,0.506863,0.108823,0.192465,0.166699,0.026823,0.180249,0.106705,0.218101,0.25992,1291.992188,0.219118,1.002525,2
4310,'2019/01/23 12:05:04:857',4,0.384781,-1.036174,0.564383,0.098107,0.568888,0.165823,0.24994,-0.061604,-0.02333,0.158671,0.239518,0.217164,0.360211,2325.585938,0.173626,0.903022,2
4311,'2019/01/23 12:05:04:873',4,0.639049,-0.934091,0.558083,-0.01189,0.452842,0.053048,0.334463,0.058613,-0.095072,0.075827,0.08812,0.189355,0.258471,1550.390625,0.209855,0.943753,2
4312,'2019/01/23 12:05:04:891',4,0.35545,-1.274948,0.323188,-0.030551,0.461761,0.149316,0.548755,0.305013,0.113446,0.127262,0.232437,0.265238,0.157162,1550.390625,0.259968,1.480095,2
4313,'2019/01/23 12:05:04:907',4,0.515269,-1.179134,0.375335,-0.116609,0.411111,0.173481,0.404985,0.178761,0.109118,0.026569,0.228316,0.245281,0.204586,775.195313,0.271588,1.349755,2
4314,'2019/01/23 12:05:04:924',4,0.467237,-1.231503,0.222186,-0.126128,0.357412,0.186792,0.379532,0.187134,0.162798,0.105725,0.275741,0.268882,0.272675,775.195313,0.280425,1.390341,2
4315,'2019/01/23 12:05:04:940',4,0.393507,-1.081162,0.258449,0.033331,0.353186,0.292905,0.352857,0.092463,0.077172,0.0241,0.241602,0.049736,0.21265,1593.457031,0.302155,1.456603,2
4316,'2019/01/23 12:05:04:957',4,0.380118,-1.086926,0.411115,0.000418,0.430513,0.394917,0.386083,0.18828,0.216152,0.086165,0.114971,-0.095131,0.14179,1033.59375,0.274206,1.253231,2
4317,'2019/01/23 12:05:04:973',4,0.243895,-1.064121,0.479464,0.107142,0.212259,-0.048867,0.139448,-0.096113,0.19625,0.189785,0.439291,0.144199,0.166264,1593.457031,0.234115,1.13463,2
4318,'2019/01/23 12:05:04:991',4,0.148117,-1.113832,0.231521,0.253406,0.315864,0.361574,0.339931,0.309381,0.146843,0.114963,0.237974,0.118696,0.153053,1593.457031,0.19736,0.908505,2
4319,'2019/01/23 12:05:05:007',4,0.452193,-1.051217,0.270324,-0.029994,0.331309,0.373716,0.432733,0.145923,0.067395,0.186799,0.235811,0.079816,0.237739,775.195313,0.125904,0.60845,2
4320,'2019/01/23 12:05:05:024',4,0.610197,-1.079443,0.397513,0.132771,0.286143,0.399081,0.518482,0.22182,0.053348,0.146914,0.175864,-0.086148,0.182903,1593.457031,0.121156,0.578699,2
4321,'2019/01/23 12:05:05:040',4,0.484636,-1.185932,0.364353,0.002584,0.419653,0.424356,0.400858,0.161309,0.154979,0.204847,0.17266,0.007565,0.247982,1894.921875,0.084243,0.453852,2
4322,'2019/01/23 12:05:05:057',4,0.713385,-1.199022,0.301336,-0.024041,0.08507,0.216966,0.361921,0.278421,0.124272,-0.065026,0.096957,0.16499,0.419615,559.863281,0.10892,0.625803,2
4323,'2019/01/23 12:05:05:074',4,0.719373,-1.238415,0.367887,0.06064,0.186103,0.241462,0.386075,0.264979,0.138968,-0.010205,0.186729,0.231216,0.311601,1378.125,0.124194,0.646075,2
4324,'2019/01/23 12:05:05:091',4,0.831711,-1.183182,0.31398,-0.110574,0.034433,0.187652,0.235433,0.356716,0.171151,-0.095046,0.323793,0.273878,0.413168,1378.125,0.136562,0.772328,2
